Name,Team,OVR,Position2,Wins,Year
Kyle Williams,Bills,90,DL,6,2013
Kyle Williams,49ers,69,WR,11.5,2013
Kyle Williams,Bills,87,DL,NA,2018
Kyle Wilson,Saints,74,DB,7,2017
Kyle Wilson,Saints,74,DB,7,2016
Kyle Wilson,Jets,73,DB,4,2015
Kyle Wilson,Jets,78,DB,8,2014
Kyle Wilson,Jets,76,DB,6,2013
Kyler Fackrell,Packers,68,LB,10,2017
Kyler Fackrell,Packers,71,LB,NA,2018
Kyrie Wilson,Raiders,60,LB,12,2017
Kyshoen Jarrett,Redskins,74,DB,8.5,2017
Kyshoen Jarrett,Redskins,63,DB,9,2016
L.J. Fort,Steelers,68,LB,11,2017
L.J. Fort,Bengals,69,LB,10.5,2015
L.J. Fort,Browns,66,LB,4,2014
L.J. Fort,Steelers,66,LB,NA,2018
L.J. McCray,49ers,63,DB,5,2016
L.J. McCray,49ers,63,DB,8,2015
L.J. McCray II,49ers,65,DB,2,2017
L.P. LaDouceur,Cowboys,48,WR,13,2017
L.P. LaDouceur,Cowboys,56,WR,4,2016
L.P. Ladouceur,Cowboys,56,WR,12,2015
L.P. Ladouceur,Cowboys,52,WR,8,2014
L.P. Ladouceur,Cowboys,47,WR,8,2013
L.P. LaDouceur,Cowboys,48,WR,NA,2018
L.T. Walton,Steelers,59,DL,11,2017
L.T. Walton,Steelers,61,DL,10,2016
L.T. Walton,Steelers,61,DL,NA,2018
LaAdrian Waddle,Patriots,70,OL,14,2017
LaAdrian Waddle,Lions,79,OL,7,2016
LaAdrian Waddle,Lions,80,OL,11,2015
LaAdrian Waddle,Patriots,68,OL,NA,2018
Lache Seastrunk,Cowboys,66,HB,4,2016
Lache Seastrunk,Titans,66,HB,2,2015
Lachlan Edwards,Jets,72,FALSE,5,2017
Lachlan Edwards,Jets,72,FALSE,NA,2018
Ladarius Green,Steelers,81,WR,11,2017
Ladarius Green,Chargers,78,WR,4,2016
Ladarius Green,Chargers,78,WR,9,2015
Ladarius Green,Chargers,68,WR,9,2014
Ladarius Green,Chargers,65,WR,7,2013
LaDarius Gunter,Packers,64,DB,10,2017
LaDarius Gunter,Packers,63,DB,10,2016
LaDarius Gunter,Packers,72,DB,NA,2018
LaDarius Perkins,Steelers,64,HB,11,2015
La'el Collins,Cowboys,78,OL,13,2017
La'el Collins,Cowboys,72,OL,4,2016
La'el Collins,Cowboys,79,OL,NA,2018
Lafayette Pitts,Dolphins,62,DB,NA,2018
Laken Tomlinson,Lions,69,OL,9,2017
Laken Tomlinson,Lions,74,OL,7,2016
Laken Tomlinson,Lions,71,OL,NA,2018
Lamar Divens,49ers,67,DL,12,2014
Lamar Divens,Titans,63,DL,6,2013
Lamar Holmes,Falcons,70,OL,8,2016
Lamar Holmes,Falcons,73,OL,6,2015
Lamar Holmes,Falcons,72,OL,4,2014
Lamar Holmes,Falcons,61,OL,13,2013
Lamar Louis,Cardinals,50,LB,7.5,2017
Lamar Louis,Ravens,54,LB,NA,2018
Lamar Mady,Raiders,70,OL,7,2016
Lamar Mady,Raiders,64,OL,3,2015
Lamar Miller,Texans,88,HB,9,2017
Lamar Miller,Dolphins,84,HB,6,2016
Lamar Miller,Dolphins,83,HB,8,2015
Lamar Miller,Dolphins,75,HB,8,2014
Lamar Miller,Dolphins,69,HB,7,2013
Lamar Miller,Texans,85,HB,NA,2018
Lamarcus Brutus,Titans,61,DB,9,2017
Lamarcus Joyner,Rams,75,DB,4,2017
Lamarcus Joyner,Rams,77,DB,7,2016
Lamarcus Joyner,Rams,74,DB,6,2015
Lamarcus Joyner,Rams,82,DB,NA,2018
Lamarr Houston,Bears,81,LB,3,2017
Lamarr Houston,Bears,77,LB,6,2016
Lamarr Houston,Bears,85,DL,5,2015
Lamarr Houston,Raiders,89,DL,4,2014
Lamarr Houston,Raiders,85,DL,4,2013
Lamarr Houston,Bears,80,LB,NA,2018
LaMarr Woodley,Cardinals,77,LB,13,2016
LaMarr Woodley,Raiders,79,DL,3,2015
LaMarr Woodley,Steelers,87,LB,8,2014
LaMarr Woodley,Steelers,91,LB,8,2013
LaMichael James,Dolphins,66,HB,6,2016
LaMichael James,Dolphins,66,HB,8,2015
LaMichael James,49ers,74,HB,12,2014
LaMichael James,49ers,73,HB,11.5,2013
Lamin Barrow,Bears,64,LB,3,2017
Lamin Barrow,Broncos,65,LB,12,2016
Lamin Barrow,Broncos,65,LB,12,2015
Lamin Barrow,Dolphins,64,LB,NA,2018
Lance Ball,Broncos,70,HB,13,2014
Lance Ball,Broncos,71,HB,13,2013
Lance Briggs,Bears,89,LB,5,2015
Lance Briggs,Bears,94,LB,8,2014
Lance Briggs,Bears,92,LB,10,2013
Lance Dunbar,Cowboys,76,HB,13,2017
Lance Dunbar,Cowboys,74,HB,4,2016
Lance Dunbar,Cowboys,75,HB,12,2015
Lance Dunbar,Cowboys,65,HB,8,2014
Lance Dunbar,Cowboys,63,HB,8,2013
Lance Dunbar,Rams,77,HB,NA,2018
Lance Kendricks,Rams,75,WR,4,2017
Lance Kendricks,Rams,78,WR,7,2016
Lance Kendricks,Rams,77,WR,6,2015
Lance Kendricks,Rams,78,FALSE,7,2014
Lance Kendricks,Rams,72,WR,7.5,2013
Lance Kendricks,Packers,74,WR,NA,2018
Lance Lewis,Saints,62,WR,7,2016
Lance Lewis,49ers,62,WR,8,2015
Lance Long,Lions,60,WR,4,2013
Lance Louis,Colts,73,OL,8,2016
Lance Louis,Colts,72,OL,11,2015
Lance Louis,Dolphins,75,OL,8,2014
Lance Louis,Bears,71,OL,10,2013
Lance Moore,Lions,73,WR,7,2016
Lance Moore,Steelers,74,WR,11,2015
Lance Moore,Saints,85,WR,11,2014
Lance Moore,Saints,82,WR,7,2013
Landon Cohen,Seahawks,71,DL,12,2015
Landon Cohen,Cardinals,63,DL,5,2013
Landon Collins,Giants,75,DB,11,2017
Landon Collins,Giants,74,DB,6,2016
Landon Collins,Giants,92,DB,NA,2018
Landon Turner,Saints,58,OL,7,2017
Landon Turner,Saints,60,OL,NA,2018
Landry Jones,Steelers,66,QB,11,2017
Landry Jones,Steelers,68,QB,10,2016
Landry Jones,Steelers,68,QB,11,2015
Landry Jones,Steelers,67,QB,8,2014
Landry Jones,Steelers,66,QB,NA,2018
Lane Johnson,Eagles,86,OL,7,2017
Lane Johnson,Eagles,88,OL,7,2016
Lane Johnson,Eagles,86,OL,10,2015
Lane Johnson,Eagles,79,OL,10,2014
Lane Johnson,Eagles,90,OL,NA,2018
Lane Taylor,Packers,67,OL,10,2017
Lane Taylor,Packers,66,OL,10,2016
Lane Taylor,Packers,65,OL,12,2015
Lane Taylor,Packers,75,OL,NA,2018
Lanier Coleman,Jets,60,DL,8,2014
LaQuan Williams,Ravens,64,WR,8,2014
LaQuan Williams,Ravens,61,WR,10,2013
Laquon Treadwell,Vikings,75,WR,8,2017
Laquon Treadwell,Vikings,73,WR,NA,2018
Lardarius Webb,Ravens,79,DB,8,2017
Lardarius Webb,Ravens,82,DB,5,2016
Lardarius Webb,Ravens,84,DB,10,2015
Lardarius Webb,Ravens,90,DB,8,2014
Lardarius Webb,Ravens,91,DB,10,2013
Lardarius Webb,Ravens,82,DB,NA,2018
Laremy Tunsil,Dolphins,78,OL,10,2017
Laremy Tunsil,Dolphins,78,OL,NA,2018
LaRod Stephens-Howling,Steelers,72,HB,8,2014
LaRod Stephens-Howling,Cardinals,74,HB,5,2013
LaRon Byrd,Dolphins,65,WR,6,2016
LaRon Byrd,Cardinals,63,WR,10,2014
LaRon Landry,Colts,79,DB,11,2015
LaRon Landry,Colts,86,DB,11,2014
LaRon Landry,Jets,83,DB,6,2013
Laron Scott,Giants,60,DB,7,2014
Laron Scott,Saints,58,DB,7,2013
LaRoy Reynolds,Falcons,67,LB,11,2017
LaRoy Reynolds,Jaguars,73,LB,5,2016
LaRoy Reynolds,Jaguars,71,LB,3,2015
LaRoy Reynolds,Falcons,67,LB,NA,2018
Larry Asante,Raiders,72,DB,7,2016
Larry Asante,Raiders,72,DB,3,2015
Larry Asante,Colts,68,DB,11,2014
Larry Asante,Buccaneers,71,DB,7,2013
Larry Dean,Buccaneers,65,LB,6,2016
Larry Dean,Bills,64,LB,9,2015
Larry Dean,Vikings,62,LB,5.5,2014
Larry Dean,Vikings,49,LB,10,2013
Larry Donnell,Giants,76,WR,11,2017
Larry Donnell,Giants,79,WR,6,2016
Larry Donnell,Giants,78,WR,6,2015
Larry English,Buccaneers,72,DL,6,2016
Larry English,Buccaneers,72,DL,2,2015
Larry English,Chargers,77,LB,9,2014
Larry English,Chargers,74,LB,7,2013
Larry Fitzgerald,Cardinals,91,WR,7.5,2017
Larry Fitzgerald,Cardinals,87,WR,13,2016
Larry Fitzgerald,Cardinals,88,WR,11,2015
Larry Fitzgerald,Cardinals,92,WR,10,2014
Larry Fitzgerald,Cardinals,97,WR,5,2013
Larry Fitzgerald,Cardinals,90,WR,NA,2018
Larry Foote,Cardinals,75,LB,11,2015
Larry Foote,Steelers,75,LB,8,2014
Larry Foote,Steelers,79,LB,8,2013
Larry Grant,49ers,75,LB,11.5,2013
Larry Ogunjobi,Browns,69,DL,NA,2018
Larry Scott,Chargers,59,DB,5,2017
Larry Warford,Lions,74,OL,9,2017
Larry Warford,Lions,87,OL,7,2016
Larry Warford,Lions,90,OL,11,2015
Larry Warford,Lions,72,OL,7,2014
Larry Warford,Saints,81,OL,NA,2018
Larry Webster,Lions,69,DL,7,2016
Larry Webster,Lions,65,DL,11,2015
Larry Webster III,Panthers,63,DL,6,2017
Larry Webster III,Panthers,65,DL,NA,2018
Lars Hanson,Broncos,62,OL,9,2017
Latavius Murray,Raiders,81,HB,12,2017
Latavius Murray,Raiders,78,HB,7,2016
Latavius Murray,Raiders,76,HB,3,2015
Latavius Murray,Raiders,67,HB,4,2014
Latavius Murray,Vikings,84,HB,NA,2018
LaTroy Lewis,Raiders,62,LB,NA,2018
Laurence Gibson,Falcons,64,OL,11,2017
Laurence Gibson,Cowboys,60,OL,4,2016
Laurence Gibson,Texans,64,OL,NA,2018
Laurent Duvernay-Tardif,Chiefs,73,OL,12,2017
Laurent Duvernay-Tardif,Chiefs,68,OL,11,2016
Laurent Duvernay-Tardif,Chiefs,68,OL,9,2015
Laurent Duvernay-Tardif,Chiefs,78,OL,NA,2018
Laurent Robinson,Jaguars,83,WR,2,2013
Lavar Edwards,Bills,66,DL,7,2017
Lavar Edwards,Cowboys,71,DL,4,2016
Lavar Edwards,Cowboys,69,DL,12,2015
Lavar Edwards,Titans,68,DL,7,2014
Lavar Edwards,Colts,64,LB,NA,2018
Lavelle Hawkins,Patriots,71,WR,12,2014
Lavelle Hawkins,Titans,72,WR,6,2013
LaVon Brazill,Colts,67,WR,11,2014
LaVon Brazill,Colts,62,WR,11,2013
Lavon Hooks,Steelers,60,DL,11,2017
Lavon Hooks,Steelers,60,DL,NA,2018
Lavonte David,Buccaneers,86,LB,9,2017
Lavonte David,Buccaneers,91,LB,6,2016
Lavonte David,Buccaneers,93,LB,2,2015
Lavonte David,Buccaneers,89,LB,4,2014
Lavonte David,Buccaneers,71,LB,7,2013
Lavonte David,Buccaneers,84,LB,NA,2018
Lawrence Guy,Ravens,71,DL,8,2017
Lawrence Guy,Ravens,74,DL,5,2016
Lawrence Guy,Ravens,70,DL,10,2015
Lawrence Guy,Colts,63,DL,11,2014
Lawrence Guy,Packers,59,DL,11,2013
Lawrence Guy,Patriots,75,DL,NA,2018
Lawrence Jackson,Vikings,75,DL,5.5,2014
Lawrence Jackson,Lions,79,DL,4,2013
Lawrence Okoye,Cowboys,54,DL,13,2017
Lawrence Okoye,49ers,50,DL,5,2016
Lawrence Okoye,Dolphins,56,DL,NA,2018
Lawrence Sidbury,Buccaneers,72,DL,2,2015
Lawrence Sidbury,Colts,66,LB,11,2014
Lawrence Sidbury,Falcons,72,DL,13,2013
Lawrence Sidbury Jr.,Buccaneers,72,DL,6,2016
Lawrence Thomas,Jets,62,DL,NA,2018
Lawrence Timmons,Steelers,78,LB,11,2017
Lawrence Timmons,Steelers,90,LB,10,2016
Lawrence Timmons,Steelers,90,LB,11,2015
Lawrence Timmons,Steelers,91,LB,8,2014
Lawrence Timmons,Steelers,87,LB,8,2013
Lawrence Timmons,Dolphins,80,LB,NA,2018
Lawrence Tynes,Giants,78,FALSE,9,2013
Lawrence Vickers,Cowboys,79,FALSE,8,2014
Lawrence Vickers,Cowboys,76,FALSE,8,2013
Lawrence Virgil,Saints,63,DL,7,2016
Lawrence Virgil,Saints,62,DL,7,2015
Lawrence Wilson,Bears,66,LB,8,2014
Lawrence Wilson,Saints,65,LB,7,2013
Lazarius Levingston,Buccaneers,64,DL,4,2014
Lazarius Levingston,Seahawks,63,DL,11,2013
Lee Evans,Jaguars,77,WR,2,2013
Lee Smith,Raiders,75,WR,12,2017
Lee Smith,Raiders,77,WR,7,2016
Lee Smith,Bills,76,WR,9,2015
Lee Smith,Bills,73,WR,6,2014
Lee Smith,Bills,69,WR,6,2013
Lee Smith,Raiders,74,WR,NA,2018
Lee Ziemba,Colts,64,OL,11,2014
Lee Ziemba,Panthers,64,OL,7,2013
LeGarrette Blount,Patriots,81,HB,14,2017
LeGarrette Blount,Patriots,80,HB,12,2016
LeGarrette Blount,Patriots,82,HB,12,2015
LeGarrette Blount,Patriots,75,HB,12,2014
LeGarrette Blount,Buccaneers,79,HB,7,2013
LeGarrette Blount,Eagles,85,HB,NA,2018
Legedu Naanee,Dolphins,73,WR,7,2013
Leger Douzable,Bills,68,DL,7,2017
Leger Douzable,Jets,73,DL,4,2015
Leger Douzable,Titans,72,DL,6,2013
Lemuel Jeanpierre,Seahawks,72,OL,10,2016
Lemuel Jeanpierre,Seahawks,70,OL,12,2015
Lemuel Jeanpierre,Seahawks,67,OL,13,2014
Lemuel Jeanpierre,Seahawks,67,OL,11,2013
Lene Maiava,Seahawks,63,OL,10.5,2017
Leodis McKelvin,Eagles,73,DB,7,2017
Leodis McKelvin,Bills,80,DB,8,2016
Leodis McKelvin,Bills,81,DB,9,2015
Leodis McKelvin,Bills,77,DB,6,2014
Leodis McKelvin,Bills,75,DB,6,2013
Leon Hall,Bengals,86,DB,12,2016
Leon Hall,Bengals,87,DB,10.5,2015
Leon Hall,Bengals,90,DB,11,2014
Leon Hall,Bengals,89,DB,10,2013
Leon McFadden,Giants,71,DB,11,2017
Leon McFadden,49ers,71,DB,5,2016
Leon McFadden,49ers,71,DB,8,2015
Leon McFadden,Browns,71,DB,4,2014
Leon McFadden,Cowboys,70,DB,NA,2018
Leon McQuay III,Chiefs,61,DB,NA,2018
Leon Orr,Raiders,60,DL,12,2017
Leon Washington,Titans,70,HB,2,2015
Leon Washington,Patriots,75,HB,12,2014
Leon Washington,Seahawks,75,HB,11,2013
Leon Williams,Chiefs,68,LB,2,2013
Leonard Floyd,Bears,76,LB,3,2017
Leonard Floyd,Bears,77,LB,NA,2018
Leonard Fournette,Jaguars,81,HB,NA,2018
Leonard Hankerson,Bills,70,WR,7,2017
Leonard Hankerson,Falcons,76,WR,8,2016
Leonard Hankerson,Redskins,75,WR,4,2015
Leonard Hankerson,Redskins,73,WR,3,2014
Leonard Hankerson,Redskins,71,WR,10,2013
Leonard Johnson,Panthers,71,DB,6,2017
Leonard Johnson,Buccaneers,73,DB,6,2016
Leonard Johnson,Buccaneers,73,DB,2,2015
Leonard Johnson,Buccaneers,70,DB,4,2014
Leonard Johnson,Buccaneers,64,DB,7,2013
Leonard Johnson,Bills,71,DB,NA,2018
Leonard Pope,Steelers,72,WR,8,2013
Leonard Wester,Buccaneers,63,OL,NA,2018
Leonard Williams,Jets,81,DL,5,2017
Leonard Williams,Jets,80,DL,10,2016
Leonard Williams,Jets,85,DL,NA,2018
Leonte Carroo,Dolphins,70,WR,10,2017
Leonte Carroo,Dolphins,69,WR,NA,2018
Le'Raven Clark,Colts,69,OL,8,2017
Le'Raven Clark,Colts,66,OL,NA,2018
Lerentee McCray,Packers,71,LB,10,2017
Lerentee McCray,Broncos,69,LB,12,2016
Lerentee McCray,Broncos,68,LB,12,2015
Lerentee McCray,Jaguars,72,LB,NA,2018
Le'Ron McClain,Chargers,81,FALSE,9,2014
Le'Ron McClain,Chargers,81,FALSE,7,2013
Leroy Harris,Titans,86,OL,6,2013
LeRoy Hill,Seahawks,82,LB,11,2013
LeSean McCoy,Bills,86,HB,7,2017
LeSean McCoy,Bills,88,HB,8,2016
LeSean McCoy,Eagles,90,HB,10,2015
LeSean McCoy,Eagles,93,HB,10,2014
LeSean McCoy,Eagles,95,HB,4,2013
LeSean McCoy,Bills,92,HB,NA,2018
LeShaun Sims,Titans,64,DB,9,2017
LeShaun Sims,Titans,68,DB,NA,2018
Lestar Jean,Texans,68,WR,2,2014
Lestar Jean,Texans,64,WR,12,2013
Letroy Guion,Packers,73,DL,10,2017
Letroy Guion,Packers,74,DL,10,2016
Letroy Guion,Packers,75,DL,12,2015
Letroy Guion,Vikings,75,DL,5.5,2014
Letroy Guion,Vikings,69,DL,10,2013
Letroy Guion,Packers,74,DL,NA,2018
Le'Veon Bell,Steelers,94,HB,11,2017
Le'Veon Bell,Steelers,94,HB,10,2016
Le'Veon Bell,Steelers,95,HB,11,2015
Le'Veon Bell,Steelers,73,HB,8,2014
Le'Veon Bell,Steelers,97,HB,NA,2018
Levi Brown,Cardinals,74,OL,10,2014
Levi Brown,Cardinals,74,OL,5,2013
Levi Horn,Vikings,61,OL,10,2013
Levine Toilolo,Falcons,71,WR,11,2017
Levine Toilolo,Falcons,75,WR,8,2016
Levine Toilolo,Falcons,72,WR,6,2015
Levine Toilolo,Falcons,65,WR,4,2014
Levine Toilolo,Falcons,70,WR,NA,2018
Levy Adcock,Cowboys,52,OL,8,2013
Lewis Neal,Cowboys,63,DL,NA,2018
Lex Hilliard,Jets,75,FALSE,8,2014
Lex Hilliard,Vikings,64,HB,10,2013
Linval Joseph,Vikings,89,DL,8,2017
Linval Joseph,Vikings,84,DL,11,2016
Linval Joseph,Vikings,85,DL,7,2015
Linval Joseph,Giants,84,DL,7,2014
Linval Joseph,Giants,82,DL,9,2013
Linval Joseph,Vikings,86,DL,NA,2018
Lionel Dotson,Bills,59,DL,6,2013
Lofa Tatupu,Falcons,75,LB,13,2013
Logan Mankins,Buccaneers,86,OL,6,2016
Logan Mankins,Buccaneers,87,OL,2,2015
Logan Mankins,Patriots,94,OL,12,2014
Logan Mankins,Patriots,95,OL,12,2013
Logan Paulsen,Redskins,70,WR,8.5,2017
Logan Paulsen,Redskins,71,WR,9,2016
Logan Paulsen,Redskins,70,WR,4,2015
Logan Paulsen,Redskins,75,WR,3,2014
Logan Paulsen,Redskins,68,WR,10,2013
Logan Paulsen,49ers,70,WR,NA,2018
Logan Ryan,Patriots,84,DB,14,2017
Logan Ryan,Patriots,80,DB,12,2016
Logan Ryan,Patriots,81,DB,12,2015
Logan Ryan,Patriots,70,DB,12,2014
Logan Ryan,Titans,86,DB,NA,2018
Logan Thomas,Cardinals,68,QB,13,2016
Logan Thomas,Cardinals,66,QB,11,2015
Logan Thomas,Bills,60,WR,NA,2018
London Fletcher,Redskins,82,LB,3,2014
London Fletcher,Redskins,91,LB,10,2013
Loni Fangupo,Texans,63,DL,12,2013
Lonie Paxton,Broncos,66,OL,13,2013
Lonnie Ballentine,Texans,68,DB,9,2017
Lonnie Ballentine,Texans,66,DB,9,2016
Lonnie Ballentine,Texans,65,DB,9,2015
Lonnie Ballentine,Texans,67,DB,NA,2018
Lonnie Pryor,Jaguars,67,FALSE,4,2014
Lonyae Miller,Raiders,60,HB,4,2013
Lorenzo Alexander,Bills,72,LB,7,2017
Lorenzo Alexander,Cardinals,76,LB,13,2016
Lorenzo Alexander,Cardinals,78,LB,11,2015
Lorenzo Alexander,Cardinals,78,LB,10,2014
Lorenzo Alexander,Redskins,74,LB,10,2013
Lorenzo Alexander,Bills,84,LB,NA,2018
Lorenzo Doss,Broncos,67,DB,9,2017
Lorenzo Doss,Broncos,65,DB,12,2016
Lorenzo Doss,Broncos,70,DB,NA,2018
Lorenzo Jerome,49ers,63,DB,NA,2018
Lorenzo Mauldin,Jets,67,LB,10,2016
Lorenzo Mauldin IV,Jets,70,LB,5,2017
Lorenzo Mauldin IV,Jets,72,LB,NA,2018
Lorenzo Taliaferro,Ravens,73,HB,8,2017
Lorenzo Taliaferro,Ravens,73,HB,5,2016
Lorenzo Taliaferro,Ravens,73,HB,10,2015
Lorenzo Taliaferro,Ravens,70,HB,NA,2018
Lou Young,Panthers,61,DB,6,2017
Lou Young,Redskins,62,DB,NA,2018
Louis Delmas,Dolphins,83,DB,6,2016
Louis Delmas,Dolphins,84,DB,8,2015
Louis Delmas,Lions,84,DB,7,2014
Louis Delmas,Lions,83,DB,4,2013
Louis Murphy,Buccaneers,71,WR,9,2017
Louis Murphy,Giants,73,WR,7,2014
Louis Murphy,Raiders,73,WR,4,2013
Louis Murphy Jr.,Buccaneers,74,WR,6,2016
Louis Murphy Jr.,Buccaneers,73,WR,2,2015
Louis Nix III,Giants,64,DL,11,2017
Louis Nix III,Texans,74,DL,9,2016
Louis Nix III,Texans,74,DL,9,2015
Louis Nzegwu,Falcons,53,DL,13,2013
Louis Trinca-Pasat,Rams,58,DL,4,2017
Louis Trinca-Pasat,Rams,62,DL,7,2016
Louis Trinca-Pasat,Rams,58,DL,NA,2018
Louis Vasquez,Broncos,86,OL,12,2016
Louis Vasquez,Broncos,84,OL,12,2015
Louis Vasquez,Broncos,89,OL,13,2014
Louis Vasquez,Chargers,83,OL,7,2013
Lucas Nix,Raiders,64,OL,4,2014
Lucas Nix,Raiders,62,OL,4,2013
Lucky Whitehead,Cowboys,71,WR,13,2017
Lucky Whitehead,Cowboys,70,WR,NA,2018
Luis Castillo,Chargers,81,DL,7,2013
Luke Bowanko,Jaguars,76,OL,3,2017
Luke Bowanko,Jaguars,75,OL,5,2016
Luke Bowanko,Jaguars,73,OL,3,2015
Luke Bowanko,Jaguars,70,OL,NA,2018
Luke Joeckel,Jaguars,79,OL,3,2017
Luke Joeckel,Jaguars,76,OL,5,2016
Luke Joeckel,Jaguars,76,OL,3,2015
Luke Joeckel,Jaguars,83,OL,4,2014
Luke Joeckel,Seahawks,75,OL,NA,2018
Luke Kuechly,Panthers,99,LB,6,2017
Luke Kuechly,Panthers,96,LB,15,2016
Luke Kuechly,Panthers,96,LB,7.5,2015
Luke Kuechly,Panthers,89,LB,12,2014
Luke Kuechly,Panthers,81,LB,7,2013
Luke Kuechly,Panthers,98,LB,NA,2018
Luke McCown,Saints,71,QB,7,2017
Luke McCown,Saints,72,QB,7,2016
Luke McCown,Saints,75,QB,7,2015
Luke McCown,Saints,72,QB,11,2014
Luke McCown,Saints,70,QB,7,2013
Luke Patterson,Chiefs,62,OL,2,2013
Luke Rhodes,Colts,58,LB,NA,2018
Luke Stocker,Buccaneers,73,WR,9,2017
Luke Stocker,Buccaneers,74,WR,6,2016
Luke Stocker,Buccaneers,72,WR,2,2015
Luke Stocker,Buccaneers,77,WR,4,2014
Luke Stocker,Buccaneers,67,WR,7,2013
Luke Stocker,Buccaneers,68,WR,NA,2018
Luke Willson,Seahawks,78,WR,10.5,2017
Luke Willson,Seahawks,81,WR,10,2016
Luke Willson,Seahawks,83,WR,12,2015
Luke Willson,Seahawks,63,WR,13,2014
Luke Willson,Seahawks,76,WR,NA,2018
Luther Robinson,Packers,61,DL,12,2015
Lydon Murtha,Dolphins,68,OL,7,2013
Lyle Sendlein,Cardinals,77,OL,11,2015
Lyle Sendlein,Cardinals,77,OL,10,2014
Lyle Sendlein,Cardinals,80,OL,5,2013
Lynden Trail,Redskins,56,LB,8.5,2017
Lynden Trail,Texans,60,DL,9,2016
Lynden Trail,Redskins,58,LB,NA,2018
M.D. Jennings,Packers,76,DB,8.5,2014
M.D. Jennings,Packers,69,DB,11,2013
Ma'ake Kemoeatu,Ravens,70,DL,10,2013
Mack Brown,Redskins,66,HB,NA,2018
Mack Hollins,Eagles,69,WR,NA,2018
Mackensie Alexander,Vikings,75,DB,8,2017
Mackensie Alexander,Vikings,73,DB,NA,2018
Mackenzy Bernadeau,Jaguars,74,OL,3,2017
Mackenzy Bernadeau,Cowboys,78,OL,4,2016
Mackenzy Bernadeau,Cowboys,77,OL,12,2015
Mackenzy Bernadeau,Cowboys,76,OL,8,2014
Mackenzy Bernadeau,Cowboys,74,OL,8,2013
Madieu Williams,Redskins,73,DB,10,2013
Major Wright,Buccaneers,74,DB,9,2017
Major Wright,Buccaneers,78,DB,6,2016
Major Wright,Buccaneers,78,DB,2,2015
Major Wright,Bears,81,DB,8,2014
Major Wright,Bears,77,DB,10,2013
Makinton Dorleant,Packers,61,DB,10,2017
Malachi Dupre,Packers,66,WR,NA,2018
Malcolm Brown,Rams,66,HB,4,2017
Malcolm Brown,Rams,67,HB,7,2016
Malcolm Brown,Rams,65,HB,NA,2018
Malcolm Butler,Patriots,85,DB,14,2017
Malcolm Butler,Patriots,76,DB,12,2016
Malcolm Butler,Patriots,77,DB,12,2015
Malcolm Butler,Patriots,92,DB,NA,2018
Malcolm Jenkins,Eagles,93,DB,7,2017
Malcolm Jenkins,Eagles,85,DB,7,2016
Malcolm Jenkins,Eagles,83,DB,10,2015
Malcolm Jenkins,Saints,76,DB,11,2014
Malcolm Jenkins,Saints,83,DB,7,2013
Malcolm Jenkins,Eagles,85,DB,NA,2018
Malcolm Johnson,Browns,61,FALSE,1,2017
Malcolm Johnson,Browns,63,FALSE,3,2016
Malcolm Mitchell,Patriots,67,WR,14,2017
Malcolm Mitchell,Patriots,76,WR,NA,2018
Malcolm Sheppard,Titans,66,DL,6,2013
Malcolm Smith,Raiders,71,LB,12,2017
Malcolm Smith,Raiders,77,LB,7,2016
Malcolm Smith,Seahawks,78,LB,12,2015
Malcolm Smith,Seahawks,67,LB,13,2014
Malcolm Smith,Seahawks,56,LB,11,2013
Malcolm Smith,49ers,75,LB,NA,2018
Malcom Brown,Patriots,71,DL,14,2017
Malcom Brown,Patriots,72,DL,12,2016
Malcom Brown,Patriots,78,DL,NA,2018
Malcom Floyd,Chargers,83,WR,4,2016
Malcom Floyd,Chargers,84,WR,9,2015
Malcom Floyd,Chargers,81,WR,9,2014
Malcom Floyd,Chargers,82,WR,7,2013
Maliek Collins,Cowboys,69,DL,13,2017
Maliek Collins,Cowboys,72,DL,NA,2018
Malik Hooker,Colts,76,DB,NA,2018
Malik Jackson,Jaguars,86,DL,3,2017
Malik Jackson,Broncos,84,DL,12,2016
Malik Jackson,Broncos,85,DL,12,2015
Malik Jackson,Broncos,65,DL,13,2014
Malik Jackson,Broncos,61,DL,13,2013
Malik Jackson,Jaguars,83,DL,NA,2018
Malik McDowell,Seahawks,74,DL,NA,2018
Malik Smith,Texans,59,DB,NA,2018
Malliciah Goodman,Falcons,68,DL,11,2017
Malliciah Goodman,Falcons,69,DL,8,2016
Malliciah Goodman,Falcons,66,DL,6,2015
Malliciah Goodman,Falcons,67,DL,4,2014
Malliciah Goodman,Jaguars,68,DL,NA,2018
Mana Silva,Bills,65,DB,6,2014
Mana Silva,Cowboys,63,DB,8,2013
Manase Tonga,Raiders,65,FALSE,4,2013
Manny Lawson,Bills,71,LB,7,2017
Manny Lawson,Bills,77,DL,8,2016
Manny Lawson,Bills,77,DL,9,2015
Manny Lawson,Bills,82,LB,6,2014
Manny Lawson,Bengals,82,LB,10,2013
Manny Ramirez,Lions,79,OL,7,2016
Manny Ramirez,Broncos,76,OL,12,2015
Manny Ramirez,Broncos,76,OL,13,2014
Manny Ramirez,Broncos,65,OL,13,2013
Manti Te'o,Chargers,75,LB,5,2017
Manti Te'o,Chargers,78,LB,4,2016
Manti Te'o,Chargers,76,LB,9,2015
Manti Te'o,Chargers,74,LB,9,2014
